name,real_name,country,seller_type,sales_count,available_items,rating,approval_very_good,approval_good,approval_neutral,approval_bad,shipping_days,street_address,postal_code,city
Brett42de,Brett 42,Germany,Professional,153,2166,Outstanding,100 %,0 %,0 %,0 %,11,Baustr. 63,31785,Hameln
Brettspielboerse,Die Brettspielbörse,Germany,Professional,932,395,Outstanding,100 %,0 %,0 %,0 %,15,Blumenstraße 4,38550,Isenbüttel
Brianofso,Trading Cards Schouwen,Netherlands,Professional,5935,13084,Outstanding,100 %,0 %,0 %,0 %,17,Dorpsweg 21,4327AA,Serooskerke
Brickfan,Brickfan_tcg,Germany,Professional,1518,2131,Outstanding,100 %,0 %,0 %,0 %,12,Stettiner Straße 6,35683,Dillenburg
bricksquadrat-mtg,Sven Rommel,Germany,Powerseller,2739,36362,Outstanding,100 %,0 %,0 %,0 %,11,Hirtenwiesen 11,74343,Sachsenheim
Brickznmore,TW's Brickznmore,Germany,Professional,4552,5159,Outstanding,100 %,0 %,0 %,0 %,13,Hauptstrasse 10,66894,Lambsborn
Brightblades,Leon Giannoulopoulos,Greece,Professional,7457,275068,Outstanding,100 %,0 %,0 %,0 %,11,Korai 7C,14561,Kifissia
bronco80it,Crossover snc di Farina Gianluca & C.,Italy,Professional,92,8884,Outstanding,98.5 %,1.5 %,0 %,0 %,14,Circonvallazione Ragusa 88 c/o Crossover Giochi e Fumetti,64100,Teramo
Bronhy,Filip Popović,Croatia,Professional,58320,35150,Outstanding,99.2 %,0.2 %,0.6 %,0 %,19,Črnomerec 56,10000,Zagreb
Bubimann28,Peter Wandinger,Germany,Powerseller,7376,71600,Outstanding,100 %,0 %,0 %,0 %,16,Graf-Ortlieb-Str. 1,84518,Garching
Budgiecards,Budgiecards,United Kingdom,Professional,12307,6799,Outstanding,100 %,0 %,0 %,0 %,,92 Warwick Road,M24 1HL,Manchester
BuiBui,BuiBui,Germany,Professional,17619,4712,Outstanding,99 %,0.7 %,0.3 %,0 %,16,Hildesheimer Str. 54a,30880,Laatzen
BulkParadise-TCG,BulkParadise-TCG,Germany,Powerseller,5702,15476,Outstanding,100 %,0 %,0 %,0 %,13,Schillerstraße 19,71522,Backnang
BulldogCardTraders,Bulldog Card Traders,United Kingdom,Professional,25942,29588,Outstanding,100 %,0 %,0 %,0 %,14,8 Wentbridge Path,WD6 4ET,Borehamwood
Bunkern,Bunkern,Denmark,Professional,10265,82552,Outstanding,100 %,0 %,0 %,0 %,10,Baggesens Alle 125,6700,Esbjerg
BurrowGames,Burrow Games,United Kingdom,Professional,160,915,Outstanding,100 %,0 %,0 %,0 %,12,46 Riverside Road,NR11SR,Norwich
bustedmagicuk,BustedMagicUK,United Kingdom,Professional,14577,36466,Outstanding,100 %,0 %,0 %,0 %,14,44 Letterickhills Crescent,G72 8XL,Cambuslang
BuyWithConfidence,BUYWITHCONFIDENCE,Italy,Professional,22031,454383,Outstanding,100 %,0 %,0 %,0 %,11,Via G.Piroli 2\B,29029,Niviano di Rivergaro (PC)
C-and-C-Collectibles,Card & Console Collectibles,Germany,Professional,345,64,Outstanding,100 %,0 %,0 %,0 %,11,Wiesensraße 3,98617,Obermaßfeld-Grimmenthal
c4gamers,C4GAMERS,Greece,Professional,22510,4101,Outstanding,98.6 %,0.8 %,0.6 %,0 %,19,sourmenon 46,55131,Thessaloniki
caceres2020,The Magic Well,Netherlands,Professional,3893,82183,Outstanding,100 %,0 %,0 %,0 %,11,St. Jorislaan 4,5611PM,Eindhoven
CairneyCards,Cairney Cards,United Kingdom,Powerseller,47636,192372,Outstanding,99.8 %,0 %,0.2 %,0 %,12,27 Long John Hill,NR1 2EJ,Norwich
CalaveraAzul,"LA CALAVERA AZUL IBERIA, SCCL",Spain,Professional,132,4313,Outstanding,100 %,0 %,0 %,0 %,7,Bellsolar 85 Local 3,08440,Cardedeu
CallJ,Autoentreprise,France,Professional,839,9509,Outstanding,100 %,0 %,0 %,0 %,21,2 rue du pré joli,44640,Saint jean de Boiseau
callum-mysticwarren,Mystic Warren,United Kingdom,Professional,694,8276,Outstanding,100 %,0 %,0 %,0 %,18,127 Warren Gardens,BT28 1HW,Lisburn
caossavona,Caos_Savona_Srl,Italy,Professional,2581,30,Outstanding,100 %,0 %,0 %,0 %,18,Via Montenotte 111/113 R,17100,Savona
CARAB,CARAB AG,Switzerland,Powerseller,114373,1871745,Outstanding,99.9 %,0.1 %,0 %,0 %,12,Zürichstrasse 31,6004,Luzern
Card-Club,"Card Club, Malina & Scholl GbR",Germany,Professional,3432,51,Outstanding,99.1 %,0.9 %,0 %,0 %,11,Untere Hauptstraße 19,68766,Hockenheim
Card-foundry,Philip Böni,Germany,Professional,36848,23404,Outstanding,98.9 %,0.7 %,0.2 %,0.2 %,23,Postfach 100366,42004,Wuppertal
Card-Investment,Guido Deggerich,Germany,Professional,4858,12796,Outstanding,99.4 %,0 %,0 %,0.6 %,13,Sandkornstr. 9,48432,Rheine
Card-Jungle,Thomas Siemes Sammelkartenhandel,Germany,Professional,7932,9745,Outstanding,100 %,0 %,0 %,0 %,16,Storchenweg 5,85586,Poing
Card-Knights,Fabian Matuczewski,Germany,Professional,3278,44947,Outstanding,98 %,2 %,0 %,0 %,16,Friedhofstr.4,38368,Grasleben
Card-Trader24,Cardtrader24,Germany,Professional,99002,249121,Outstanding,98.6 %,0.8 %,0.6 %,0 %,16,Friedrichstraße 5a,32791,Lage
card-universe,MTG Card Universe,Italy,Professional,2911,53162,Outstanding,100 %,0 %,0 %,0 %,16,"Via Del Platano , 7",57125,Livorno
Cardaccess,CARDACCESS,France,Professional,30554,5938,Outstanding,100 %,0 %,0 %,0 %,19,9 Avenue Pierre Brossolette,10000,Troyes
cardandsoul,Overkamp & Heidenreich GbR,Germany,Professional,294,22,Outstanding,100 %,0 %,0 %,0 %,11,Alte Poststr. 12,53840,Troisdorf
CardaniaCity,CardaniaCity,Germany,Professional,7203,3211,Outstanding,99.5 %,0.5 %,0 %,0 %,11,Langenstraße 53,49624,Löningen
CardAssassin,Hein&Maxzin GbR,Germany,Professional,3483,520,Outstanding,100 %,0 %,0 %,0 %,16,Frankfurter Str. 28,58553,Halver
CardBarn,Cloud Barn,Belgium,Professional,1843,26565,Outstanding,100 %,0 %,0 %,0 %,10,Kleineheidestraat 1,3360,Bierbeek
CardBeat,Yasin Ünlü,Germany,Professional,390,27,Outstanding,100 %,0 %,0 %,0 %,13,Kunreuthstr. 57,81249,München
CardboardCastle,Hippolyth Herremans,Belgium,Professional,492,16223,Outstanding,100 %,0 %,0 %,0 %,14,Emiel banningstraat 17,2000,Antwerpen
CardboardChemistry,Cardboard Chemistry,Netherlands,Professional,15194,1358,Outstanding,100 %,0 %,0 %,0 %,15,Ernst Bagelaarstraat 52,5246VP,Rosmalen
CardboardGarage,Cardboard Garage,Netherlands,Professional,2616,2117,Outstanding,100 %,0 %,0 %,0 %,9,Jan van den Bergstraat 62,2101XD,Heemstede
cardboardmerchants,Cardboard Merchants Ltd.,United Kingdom,Professional,3662,160,Outstanding,99.2 %,0.8 %,0 %,0 %,14,36 Plungar Close,NG8 3FW,Nottingham
CardbrosFR,Cardbros,France,Professional,105,2868,Outstanding,100 %,0 %,0 %,0 %,9,4 Impasse Des Lilas,18290,Mareuil-sur-Arnon
CardCavern,Nick Hall,United Kingdom,Powerseller,3545,63,Outstanding,99 %,1 %,0 %,0 %,10,118 Amberley Drive,BN3 8JQ,Hove
CardCollectorsCH,Cardcollectors,Switzerland,Professional,979,5216,Outstanding,100 %,0 %,0 %,0 %,7,Glärnischstrasse 30E,8712,Stäfa
cardcorner-at,CARDCORNER,Austria,Powerseller,794,9179,Outstanding,100 %,0 %,0 %,0 %,12,Alauntalstrasse 114/1,3500,Krems An Der Donau
cardcosmos,cardcosmos.de,Germany,Professional,2118,1222,Outstanding,100 %,0 %,0 %,0 %,16,Eckernförder Straße 9,24894,Tolk
CardCouncil,Card Council AG,Switzerland,Professional,14341,8040,Outstanding,100 %,0 %,0 %,0 %,7,Taangässli 2,3132,Riggisberg
CardCrack,CardCrack,Spain,Powerseller,9374,2975,Outstanding,99 %,1 %,0 %,0 %,10,"C/ Danza Invisible, 2, 2º IZQ.",29620,Torremolinos (Malaga)
CardCrusherUK,Cardcrusheruk LTD,United Kingdom,Professional,11090,17660,Outstanding,99.8 %,0.2 %,0 %,0 %,15,4 Parkside Grove,LS11 7LH,Leeds
Carddigga,Carddigga,Germany,Professional,1017,132,Outstanding,100 %,0 %,0 %,0 %,13,Geschwister-Scholl-Str. 9,86343,Königsbrunn Bei Augsburg
CardDroids,Gordian Knot Games Ltd,United Kingdom,Professional,2715,13795,Outstanding,100 %,0 %,0 %,0 %,10,Town Pier Square,DA11 0BJ,Gravesend
CardEmpireSK,"CardEmpire, s. r. o.",Slovakia,Professional,40928,28923,Outstanding,99.7 %,0.3 %,0 %,0 %,15,Namestie 1. Mája 23,90301,Senec
Cardexchange,Cardexchange.com,Netherlands,Powerseller,42875,295828,Outstanding,100 %,0 %,0 %,0 %,11,Nassaustraat 35,4241AJ,Arkel
Cardfanatic,Cardfanatic,Germany,Professional,11661,7483,Outstanding,100 %,0 %,0 %,0 %,16,Bergwerkstrasse 5,51491,Overath
Cardfreaks,Cardfreaks,Switzerland,Professional,10905,202006,Outstanding,99.2 %,0.8 %,0 %,0 %,9,Moosweg 7,3672,Oberdiessbach
CardGameCorner,GaVa S.r.l.,Italy,Powerseller,145227,1168470,Outstanding,97.7 %,1.7 %,0.4 %,0.2 %,23,Via Claudia Augusta 76/C,39100,Bolzano
CardGameNexus,Card Game Nexus Limited,United Kingdom,Professional,1212,203,Outstanding,100 %,0 %,0 %,0 %,14,13 Windmill Way,NN12 8BZ,Greens Norotn
CardGamePontediLegno,Cartolandia di Cimadom Federico,Italy,Professional,2249,2824,Outstanding,100 %,0 %,0 %,0 %,14,Via S. Pietro 7,25056,Ponte Di Legno (BS)
Cardgamestore,Cardgamestore,Netherlands,Professional,283,12,Good,94 %,3 %,1 %,2 %,19,Henri Ter Hallstraat 34,2548ZG,Den Haag
CardgazerTCG,Cardgazer TCG,Germany,Professional,93,443,Outstanding,100 %,0 %,0 %,0 %,11,Flämingstraße 4,15738,Zeuthen
CardHoundTCG,Testadura Andrea,Italy,Professional,850,3687,Outstanding,100 %,0 %,0 %,0 %,16,Via A.Cortesi 12,06059,Todi (PG)
CardHUB-Shop,Demetra SAS,Italy,Professional,1085,72,Outstanding,100 %,0 %,0 %,0 %,16,Calle Del Toresin 4,31406,Oderzo (TV)
Cardiologie,Marko Seifert,Germany,Professional,18791,727,Outstanding,100 %,0 %,0 %,0 %,,Bauernweg 106,09117,Chemnitz
cardLaus,cardLaus,Germany,Professional,1070,1849,Outstanding,100 %,0 %,0 %,0 %,10,Rubensstraße 29,15370,Fredersdorf
CardMagicianUK,CardMagicians,United Kingdom,Professional,649,18005,Outstanding,100 %,0 %,0 %,0 %,12,52 Pemberton Road,N4 1AZ,London
Cardman,Cardman,Germany,Powerseller,112577,17026,Outstanding,99.2 %,0.4 %,0.4 %,0 %,16,Finkensteg 6,02957,Weißkeißel
Cardmasterunite,CardMasterunite,United Kingdom,Professional,128,8773,Outstanding,100 %,0 %,0 %,0 %,,7 Isis Walk,LU7 3DB,LEIGHTON BUZZARD
Cardmondia,Till Stramm,Germany,Professional,8423,6887,Outstanding,100 %,0 %,0 %,0 %,11,Franzstraße 61,58091,Hagen
Cardmosphere,Cardmosphere,Germany,Professional,3742,2791,Outstanding,100 %,0 %,0 %,0 %,19,Balthasar-Neumann-Straße.1,76703,Münzesheim
CardNexus,Card Nexus,United Kingdom,Professional,23060,97137,Outstanding,100 %,0 %,0 %,0 %,14,26 Park Road West,DY8 3NQ,Stourbridge
Cardoreum,Cardoreum,Italy,Professional,2156,2871,Outstanding,100 %,0 %,0 %,0 %,11,Via Vincenzo Monti 44,20123,Milano
CardPlanetAustria,Harald Mautner,Austria,Powerseller,58507,565723,Outstanding,100 %,0 %,0 %,0 %,14,Albersdorf 419/3,8200,Albersdorf-Prebuch
Cardpoint,CARDPOINT Jan Ban s.p.,Slovenia,Professional,29602,341093,Outstanding,99.8 %,0.2 %,0 %,0 %,20,Zaloška cesta 18,1000,Ljubljana
cards-collect,Cards Collect,Germany,Professional,5563,124,Outstanding,100 %,0 %,0 %,0 %,11,Neue Straße 2,04575,Neukieritzsch
cards4future,Tobias Pabst,Austria,Professional,7866,57031,Outstanding,99.3 %,0.7 %,0 %,0 %,18,Oberbichlerweg 7/8,8430,Leibnitz
Cards4Kidz,Cards4Kidz,Italy,Professional,9181,18907,Outstanding,99.4 %,0 %,0.6 %,0 %,24,Via Lario 4,20811,Cesano maderno
Cards4U,Cards4U,Switzerland,Professional,6288,5118,Outstanding,100 %,0 %,0 %,0 %,5,Grubenstrasse 9,4222,Zwingen
cardsandcars,Cards&Cars Uwe Feierabend,Germany,Professional,1641,2247,Outstanding,100 %,0 %,0 %,0 %,8,Peterstr.10,53111,Bonn
CardsandRelics,CardsandRelics,Germany,Professional,725,6578,Outstanding,100 %,0 %,0 %,0 %,8,Mühlenstraße 63,46047,Oberhausen
CardsBeyond,CardsBeyond s.r.o.,Czech Republic,Professional,1100,602,Outstanding,100 %,0 %,0 %,0 %,15,Školská 689/20,11000,Praha
CardsCentral,Martin Steinheuer,Germany,Powerseller,41288,474916,Outstanding,100 %,0 %,0 %,0 %,13,Spiekermannstr. 11,45891,Gelsenkirchen
CardsCloud,Antonio Giaimi,Germany,Professional,9242,71271,Outstanding,100 %,0 %,0 %,0 %,16,Zimmerer Höhe 28,74226,Nordheim
CardSeekers,Cardseekers,Spain,Professional,4426,26654,Outstanding,100 %,0 %,0 %,0 %,9,Travesía benyamina n7,29620,Torremolinos
Cardsgamesenfoli,CardsgamesenFoli,France,Professional,5924,126798,Outstanding,100 %,0 %,0 %,0 %,14,"16, rue Marcel Adam",95740,FREPILLON
CardsGGC,Cards Grading Games & Collection,France,Professional,4758,80897,Outstanding,100 %,0 %,0 %,0 %,11,4 la Noe Ronde,35240,RETIERS
Cardsharks,Cardsharks,Germany,Professional,46887,235829,Outstanding,100 %,0 %,0 %,0 %,13,Königsberger Straße 35,46238,Bottrop
CardShip,CardShip,Spain,Professional,49,499,Outstanding,100 %,0 %,0 %,0 %,7,"Calle Xogo Da Ola N°4, Portal 3,3°N",36400,Porriño
CardsHive,Cards Hive,Greece,Professional,295,29,Outstanding,100 %,0 %,0 %,0 %,13,Alexandrou Svolou 44,54621,Thessaloniki
CardShopDudley,GEEK RETREAT DUDLEY,United Kingdom,Professional,2372,79,Outstanding,98 %,2 %,0 %,0 %,18,195 High Street,DY1 1QE,Dudley
Cardsity,Clément Sauvier,France,Professional,7136,1909,Outstanding,99.1 %,0.9 %,0 %,0 %,12,4 Rue De Valence,75005,Paris
CardsLEipzig,Maik Kynast,Germany,Professional,215,348,Outstanding,100 %,0 %,0 %,0 %,13,Leipziger Str. 104,04178,Leipzig
CardsMania,Martinez SAS di Martinez Bianchi Andres Carlos & C.,Italy,Powerseller,97779,1091791,Outstanding,99.5 %,0.5 %,0 %,0 %,18,"Via Flaminia, 134 L",47923,Rimini
CardsRealm,Cards Realm,Italy,Professional,19174,12997,Outstanding,100 %,0 %,0 %,0 %,23,Via Sardegna 2B,24127,Bergamo
CardsRift,CardsRift,Italy,Professional,38,37,Good,100 %,0 %,0 %,0 %,16,Palestro 10,20823,Lentate Sul Seveso
CardStoreAlcamo,CardStore,Italy,Professional,8480,116493,Outstanding,97 %,3 %,0 %,0 %,37,Via Vittorio Veneto n6,91011,Alcamo (TP)
cardstown,CardsTown di Ruffoli Luca,Italy,Professional,474,5665,Outstanding,100 %,0 %,0 %,0 %,14,Via A. Meucci 26,51035,Lamporecchio
CardTopiaDE,CardTopia,Germany,Professional,195,192,Outstanding,100 %,0 %,0 %,0 %,11,Kalthorststr. 1,68307,Mannheim
CardwalletEU,CARDWALLET.eu,Belgium,Powerseller,19889,256386,Outstanding,100 %,0 %,0 %,0 %,16,Pm us for shipping adress,2930,BS
Carfurle,Carfule TCG,France,Professional,5085,13716,Outstanding,100 %,0 %,0 %,0 %,14,4 impasse du Terrefort,31450,Ayguesvives
Cartacollect,CartaCollect,France,Powerseller,4374,13241,Outstanding,100 %,0 %,0 %,0 %,9,1 Allée Du Clos Du Parc,72530,Yvré L'Evêque
Cartapapa-GP,SAS PHYREXIAN TOWER,France,Powerseller,131272,1148053,Outstanding,99.3 %,0.4 %,0.2 %,0.1 %,13,21 Rue Des étuves,34000,MONTPELLIER
CARTECO,François TESTARD,France,Professional,2877,29613,Outstanding,100 %,0 %,0 %,0 %,12,BP 20020,71001,MACON CEDEX
CARTEMAGICSTORE,MAGIC STORE,France,Powerseller,9372,68874,Outstanding,100 %,0 %,0 %,0 %,7,23 Rue De La Haie Coq,93300,Aubervilliers
CartinhaBrilhante,Cartinha Brilhante,Spain,Professional,645,55551,Outstanding,100 %,0 %,0 %,0 %,7,"Calle Neon, 17, Loma Cabrera",04120,Almeria
CartographerTCG,CartographerTCG,Germany,Professional,2130,5920,Outstanding,100 %,0 %,0 %,0 %,9,Striesener Str. 36d,01307,Dresden
cartonpeleontcg,"EL CARTON PELEON, S.L.",Spain,Professional,2962,55660,Outstanding,100 %,0 %,0 %,0 %,12,Av. Josep Tarradellas 100. Local,08225,Terrassa
CashMarket15,Adrien Del Volgo,France,Professional,732,302,Outstanding,97 %,2 %,1 %,0 %,14,41 Avenue Des Volontaires,15000,Aurillac
castlecards,Castle Cards,United Kingdom,Professional,37792,65226,Outstanding,100 %,0 %,0 %,0 %,12,7 Park Street,CV32 4QN,Leamington Spa
cataclysm-uk,Cataclysm Games,United Kingdom,Professional,5761,851,Outstanding,100 %,0 %,0 %,0 %,14,45 Canterbury Street,ME7 5TR,Gillingham
cavernedujeu,LA CAVERNE DU JEU,France,Professional,10564,11222,Average,94 %,3 %,0 %,3 %,16,134 rue des jardins de la rocherie,62340,Pihens les guines
CbEntertainment,CBENTERTAINMENT,Spain,Professional,5238,4213,Outstanding,100 %,0 %,0 %,0 %,6,APARTADO DE CORREOS NUM. 65022,28031,MADRID
CCC-Cormano,CARDS CAPITAL CITY CORMANO,Italy,Professional,870,64,Outstanding,99.2 %,0.8 %,0 %,0 %,19,via mazzini 14,20095,cusano milanino
Ced34480,Cedtcg,France,Professional,966,3711,Outstanding,98 %,2 %,0 %,0 %,11,13 Rue Du Bel Air,34480,Laurens
CeeAge,Christoph Glomb Sammelkarten,Germany,Professional,7132,37035,Outstanding,100 %,0 %,0 %,0 %,19,Wienbergstraße 19,37186,Moringen
CelaenoComics,Celaeno Cómics,Spain,Professional,1765,3094,Outstanding,99 %,1 %,0 %,0 %,7,"Av. De La Aigüera 9, Local 1",03501,"Benidorm, Alicante"
celestial-gameshop,Celestial GameShop,Germany,Professional,806,480,Outstanding,97 %,3 %,0 %,0 %,21,Eckstrasse 23,66440,Blieskastel
CeltikRage,CeltikTCG,France,Professional,141,846,Outstanding,100 %,0 %,0 %,0 %,11,86 Rue Du Général Leclerc,50110,Cherbourg-en-Cotentin
CENTRUM-MTG,CENTRUM MTG,Poland,Powerseller,984,419,Outstanding,99.1 %,0.9 %,0 %,0 %,18,Bednarska 18/14,00-321,Warszawa
CerberusTCG,Chimera srl,Italy,Professional,32457,139065,Outstanding,99.3 %,0.7 %,0 %,0 %,18,Via Portanova 18,81031,Aversa (CE)
Ceriny,Thomas Spieß,Germany,Professional,724,12153,Outstanding,100 %,0 %,0 %,0 %,13,Volgersweg 20,30175,Hannover
cernyrytir,Cerny rytir (Black Knight),Germany,Powerseller,782906,673643,Outstanding,99.4 %,0.4 %,0.2 %,0 %,21,Charlottenstr. 34,01099,Dresden
chaudrondonyx-tcg,Le Chaudron d’Onyx - TCG,France,Professional,1236,4831,Outstanding,100 %,0 %,0 %,0 %,9,6 Avenue De Vert Bois,74960,Annecy
Checollect,www.checollect.es,Spain,Professional,257,164,Outstanding,99 %,1 %,0 %,0 %,7,"Avinguda De Les Corts Valencianes 46, 10",46980,Paterna
ChillMTG,Chill MTG,France,Professional,1285,3421,Outstanding,100 %,0 %,0 %,0 %,16,349 RUE DE LA QUARANTAINE,69400,VILLEFRANCHE SUR SAONE
ChimeraCollectibles,Chimera,Italy,Professional,5847,2195,Outstanding,100 %,0 %,0 %,0 %,15,Via Rimini 30,20142,Milano
ChimeraTrading,Chimera Trading di Biagio Ruocco,Italy,Powerseller,8629,201653,Outstanding,99.7 %,0.3 %,0 %,0 %,27,"Via Francesco Galdo, 1/3",84126,Salerno
Chris8698,Christian Francisco,Spain,Professional,4506,18705,Outstanding,100 %,0 %,0 %,0 %,10,Fernando Jimenez Nº11 3ºb,48004,Bilbao
CITADELLE,La Citadelle Des Jeux,Switzerland,Professional,16191,106837,Outstanding,100 %,0 %,0 %,0 %,7,Route de Saint-Cergue 303,1260,Nyon
ClaudiaHRO,Claudia Schlutow,Germany,Professional,10576,27776,Outstanding,100 %,0 %,0 %,0 %,12,Philipp-Brandin Straße 2,18146,Rostock
ClockworkDragon,ClockworkDragon Abingdon,United Kingdom,Professional,315,4045,Outstanding,100 %,0 %,0 %,0 %,12,42 Bath Street,OX14 3QH,Abingdon
cloudpostBA,"3via, s. r. o.",Slovakia,Powerseller,38893,2612,Outstanding,100 %,0 %,0 %,0 %,14,Vajnorská 100,83104,Bratislava
Clowns950,Dany Pouille,France,Professional,1286,1832,Outstanding,100 %,0 %,0 %,0 %,15,2 Rue De La Plante Aux Flamands,95350,Saint-Brice-sous-Forêt
cmtilines,cmtilines,Spain,Professional,2609,5428,Outstanding,100 %,0 %,0 %,0 %,10,"Avenida de Vigo, 99 4ºD",36940,Cangas
coleccionestcg,Colecciones TCG,Spain,Professional,218,2214,Outstanding,100 %,0 %,0 %,0 %,7,"Travesia De Cacheiras 17, Portal 4 2C",15883,Cacheiras
Coll3ctorHous3,Collector House,Italy,Professional,348,5502,Outstanding,100 %,0 %,0 %,0 %,11,"Via Garetti, 18",14100,Asti (AT)
collectionneur33,l'ANTRE DU COLLECTIONNEUR,France,Professional,794,1788,Outstanding,99.1 %,0.9 %,0 %,0 %,11,185 Rue De La Base Nautique,33190,FONTET
CollectorMTG,CollectorMTG,Italy,Professional,493,5097,Outstanding,100 %,0 %,0 %,0 %,11,"Viale Val Padana 65, scala A",00141,Roma
ColossalStore,Colossal Store S.L.,Spain,Professional,11659,10131,Outstanding,99.7 %,0 %,0.3 %,0 %,11,C/ Amadeo Arias nº10 (local),47014,Valladolid
comic-island,Planet Comics,Germany,Professional,733,293,Outstanding,100 %,0 %,0 %,0 %,11,Eichenstraße 7,99084,Erfurt
Comic-Portal,Comic-Portal,Germany,Professional,7238,3050,Outstanding,100 %,0 %,0 %,0 %,15,Peschelstr. 33,01139,Dresden
comicbuchversand,Comicbuchversand,Germany,Professional,1331,2350,Outstanding,100 %,0 %,0 %,0 %,8,Markt 5,02763,Zittau
ComicKomtur,Comic Komtur,Germany,Professional,1562,34,Outstanding,100 %,0 %,0 %,0 %,13,Bäckerstraße 21,32052,Herford
ComicsAddiction,Comics Addiction,Italy,Professional,341,370,Outstanding,100 %,0 %,0 %,0 %,23,via Montebello 14,21052,Busto Arsizio
Comix-Avenue,Comix Avenue,Italy,Powerseller,7625,20791,Outstanding,100 %,0 %,0 %,0 %,20,Via Marruvio 56,67051,Avezzano (AQ)
comixcafegr,Comix Café s.a.s,Italy,Professional,1704,6708,Outstanding,100 %,0 %,0 %,0 %,22,Piazza San Michele 4,58100,Grosseto
commandzone-admin,commandzone.nl,Netherlands,Professional,237,6246,Outstanding,100 %,0 %,0 %,0 %,13,Londenstraat 83,2034RV,Haarlem
ConfluxGames,Conflux Games & Events,Portugal,Professional,16208,78390,Outstanding,99 %,1 %,0 %,0 %,12,Avenida Carolina Michaelis 4,2795-046,Linda-a-Velha
CoreGames,Core Games,Germany,Powerseller,2087,21842,Outstanding,100 %,0 %,0 %,0 %,11,Bücklerweg 62,33104,Paderborn
CORP-F,SARL CORP.F,France,Professional,48784,232613,Outstanding,96.8 %,2.2 %,0.9 %,0.1 %,16,Balbronn 87,67200,Strasbourg
Corviacards,Stephanie Janeczek - Corviacards,Germany,Professional,806,22129,Outstanding,100 %,0 %,0 %,0 %,11,Heidenheimer Weg 17,91801,Markt Berolzheim
cp-cards,Philipp Eiling,Germany,Professional,585,5281,Outstanding,100 %,0 %,0 %,0 %,8,Sachsenwaldstraße 28,12157,Berlin
CrackThePack,Mark-Alexander Schweppe - CrackThePack,Germany,Professional,242,2088,Outstanding,100 %,0 %,0 %,0 %,8,Schillerstr. 1A,66606,St. Wendel
Crashou,Sébastien Morel,France,Professional,3645,85701,Outstanding,100 %,0 %,0 %,0 %,11,6 rue Maurice Molhant,59830,Bourghelles
CrCards,CrCards,Spain,Professional,8840,55563,Outstanding,100 %,0 %,0 %,0 %,10,"Avenida Claudio Coello, 3, Portal 1 1e",28850,Torrejón de Ardoz
CrimsCards,Crim's Cards,United Kingdom,Professional,4192,29889,Outstanding,100 %,0 %,0 %,0 %,10,36 Milton Road,NE16 3JD,Newcastle upon Tyne
criqueauxjeux,La Crique aux Jeux,France,Professional,2307,668,Outstanding,99 %,0 %,0 %,1 %,11,79 Grande Rue,89100,Sens
Critical-Hit-GC,Critical Hit Gamecenter Lda.,Portugal,Professional,2847,34257,Outstanding,100 %,0 %,0 %,0 %,11,Rua Casal Da Serra 11-A,2635-278,Rio De Mouro
cromwel,FORGES DE LUMIERE SARL,France,Professional,8689,10814,Outstanding,100 %,0 %,0 %,0 %,11,1 Place Clémence ISAURE,31320,CASTANET TOLOSAN
Crossover,Crossover,Germany,Powerseller,119679,9961,Outstanding,99.1 %,0.7 %,0.2 %,0 %,13,"Am Stadtplatz, 2",94060,Pocking
Crossroads-TCG,LMS Trading UG & Co. KG,Germany,Professional,18890,2357,Outstanding,100 %,0 %,0 %,0 %,13,Westring 112,44629,Herne
crovax878,Lukáš Valocký,Czech Republic,Powerseller,3708,7659,Outstanding,99 %,1 %,0 %,0 %,16,Bezručova 24,74101,Nový Jičín
CrowsArena,Frantz Bourdet,France,Professional,7106,14414,Outstanding,100 %,0 %,0 %,0 %,12,12 rue de la Juiverie,91150,Etampes
CrushCardStore,CrushCardStore,Italy,Powerseller,8825,1531,Outstanding,98 %,2 %,0 %,0 %,27,"Via Ottavio Rossi, 12",25127,Brescia (BS)
Cryptkeeper,Cryptkeeper,Finland,Professional,13183,201446,Outstanding,99.8 %,0.2 %,0 %,0 %,,Jungsundvägen 334a,65710,SINGSBY
Crytuz,Alex Borhof Versandhandel,Germany,Professional,4830,1334,Outstanding,100 %,0 %,0 %,0 %,11,Richterskamp 63,48527,Nordhorn
CTL-Games,CTL Games,France,Professional,9412,83694,Outstanding,99.1 %,0.9 %,0 %,0 %,11,2 Impasse des Larris,60320,NERY
CurryCards,CurryCards - Kürsat Yurdakul,Germany,Professional,91,9,Outstanding,100 %,0 %,0 %,0 %,11,Siechenhausstraße 12,47053,Duisburg
