name,version,rarity,card_number,set,image_url,available_items,price_from,price_trend,avg_30_days,avg_7_days,avg_1_day
Memory Guardian,,Uncommon,49,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809155/809155.jpg,4111,"0,02 €","0,33 €","0,29 €","0,38 €","0,40 €"
"Mendicant Core, Guidelight",,Rare,213,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807203/807203.jpg,2169,"0,20 €","0,64 €","0,62 €","0,63 €","0,62 €"
Midnight Mangler,,Common,50,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809150/809150.jpg,13714,"0,02 €","0,02 €","0,03 €","0,02 €","0,02 €"
Migrating Ketradon,,Common,170,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807967/807967.jpg,12945,"0,02 €","0,12 €","0,09 €","0,15 €","0,02 €"
"Mimeoplasm, Revered One",,Mythic,214,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807204/807204.jpg,2514,"0,09 €","0,24 €","0,28 €","0,21 €","0,08 €"
Mindspring Merfolk,,Rare,51,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807176/807176.jpg,2551,£0.10,"0,38 €","0,38 €","0,33 €","0,20 €"
Molt Tender,,Uncommon,171,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809193/809193.jpg,4157,"0,02 €","0,28 €","0,27 €","0,28 €","0,15 €"
Momentum Breaker,,Uncommon,97,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809064/809064.jpg,3948,"0,05 €","0,37 €","0,47 €","0,42 €","0,28 €"
Monument to Endurance,,Rare,237,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807998/807998.jpg,524,"11,80 €","12,82 €","9,61 €","12,48 €","12,73 €"
Mountain,V.1,Land,275,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807261/807261.jpg,6609,"0,09 €","0,17 €","0,21 €","0,20 €","0,49 €"
Mountain,V.2,Land,286,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/806120/806120.jpg,2730,"0,06 €","0,14 €","0,13 €","0,14 €","0,18 €"
Mountain,V.3,Land,287,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/806121/806121.jpg,2731,"0,02 €","0,07 €","0,15 €","0,09 €","0,10 €"
Mountain,V.4,Land,288,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/806122/806122.jpg,4507,"0,03 €","0,03 €","0,19 €","0,07 €","0,10 €"
"Mu Yanling, Wind Rider",,Mythic,52,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807899/807899.jpg,2106,"0,25 €","0,50 €","0,58 €","0,59 €","0,29 €"
Muraganda Raceway,,Rare,257,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807223/807223.jpg,2592,"0,20 €","0,56 €","0,65 €","0,60 €","0,70 €"
Mutant Surveyor,,Common,98,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807835/807835.jpg,13705,"0,02 €","0,06 €","0,03 €","0,04 €","0,02 €"
Nesting Bot,,Uncommon,22,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809148/809148.jpg,5220,"0,02 €","0,17 €","0,18 €","0,23 €","0,10 €"
Night Market,,Common,258,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807224/807224.jpg,12165,"0,02 €","0,09 €","0,08 €","0,08 €","0,14 €"
Nimble Thopterist,,Common,53,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808222/808222.jpg,13716,"0,02 €","0,08 €","0,04 €","0,05 €","0,02 €"
Oildeep Gearhulk,,Mythic,215,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808818/808818.jpg,1483,"0,20 €","1,47 €","1,43 €","1,30 €","2,99 €"
Ooze Patrol,,Uncommon,172,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807968/807968.jpg,7612,"0,02 €","0,05 €","0,07 €","0,06 €","0,02 €"
Outpace Oblivion,,Uncommon,139,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807380/807380.jpg,7459,"0,02 €","0,06 €","0,08 €","0,10 €","0,02 €"
"Oviya, Automech Artisan",,Rare,173,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809213/809213.jpg,3194,"0,20 €","0,40 €","0,43 €","0,44 €","0,34 €"
Pacesetter Paragon,,Uncommon,140,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809118/809118.jpg,8000,"0,02 €","0,04 €","0,03 €","0,04 €","0,02 €"
Pactdoll Terror,,Common,99,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809200/809200.jpg,5768,"0,02 €","0,21 €","0,20 €","0,14 €","0,13 €"
Pedal to the Metal,,Common,141,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808210/808210.jpg,13457,"0,02 €","0,06 €","0,07 €","0,02 €","0,05 €"
Perilous Snare,,Rare,23,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808220/808220.jpg,3430,"0,09 €","0,25 €","0,32 €","0,28 €","0,21 €"
Pit Automaton,,Uncommon,238,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809077/809077.jpg,7090,"0,02 €","0,18 €","0,13 €","0,12 €","0,15 €"
Plains,V.1,Land,272,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807246/807246.jpg,7784,£0.03,"0,24 €","0,19 €","0,27 €","0,63 €"
Plains,V.2,Land,277,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807263/807263.jpg,3073,"0,02 €","0,10 €","0,16 €","0,13 €","0,24 €"
Plains,V.3,Land,278,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/806112/806112.jpg,4663,"0,02 €","0,08 €","0,14 €","0,08 €","0,06 €"
Plains,V.4,Land,279,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/806113/806113.jpg,2945,"0,05 €","0,05 €","0,16 €","0,09 €","0,08 €"
Plow Through,,Uncommon,174,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809072/809072.jpg,7639,"0,02 €","0,08 €","0,07 €","0,07 €","0,04 €"
Point the Way,,Uncommon,175,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809195/809195.jpg,7176,"0,02 €","0,06 €","0,10 €","0,06 €","0,05 €"
Possession Engine,,Rare,54,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809162/809162.jpg,5018,"0,05 €","0,13 €","0,15 €","0,14 €","0,05 €"
Pothole Mole,,Common,176,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809073/809073.jpg,13383,"0,02 €","0,09 €","0,06 €","0,06 €","0,02 €"
Pride of the Road,,Uncommon,24,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808221/808221.jpg,7614,"0,02 €","0,07 €","0,06 €","0,04 €","0,15 €"
Prowcatcher Specialist,,Common,142,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807961/807961.jpg,13521,"0,02 €","0,06 €","0,05 €","0,06 €","0,02 €"
Push the Limit,,Uncommon,143,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807188/807188.jpg,7188,"0,02 €","0,07 €","0,08 €","0,12 €","0,05 €"
Pyrewood Gearhulk,,Mythic,216,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807205/807205.jpg,1599,"0,44 €","0,69 €","0,73 €","0,72 €","0,65 €"
Quag Feast,,Rare,100,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808808/808808.jpg,4329,"0,02 €","0,33 €","0,22 €","0,24 €","0,30 €"
Racers' Scoreboard,,Uncommon,239,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808820/808820.jpg,7067,"0,02 €","0,13 €","0,09 €","0,09 €","0,07 €"
Radiant Lotus,,Mythic,240,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808434/808434.jpg,2520,"0,95 €","1,30 €","1,53 €","1,44 €","1,80 €"
Rangers' Aetherhive,,Uncommon,217,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807206/807206.jpg,7937,"0,02 €","0,05 €","0,04 €","0,04 €","0,12 €"
Rangers' Refueler,,Uncommon,55,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807901/807901.jpg,7684,"0,02 €","0,03 €","0,04 €","0,04 €","0,02 €"
Reckless Velocitaur,,Uncommon,144,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809119/809119.jpg,7730,"0,02 €","0,08 €","0,06 €","0,06 €","0,02 €"
"Redshift, Rocketeer Chief",,Rare,218,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807207/807207.jpg,4441,"0,07 €","0,18 €","0,17 €","0,15 €","0,14 €"
Reef Roads,,Uncommon,259,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807226/807226.jpg,7326,"0,02 €","0,06 €","0,11 €","0,06 €","0,05 €"
Regal Imperiosaur,,Rare,177,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809170/809170.jpg,3484,£0.10,"0,33 €","0,41 €","0,36 €","0,31 €"
Repurposing Bay,,Rare,56,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808203/808203.jpg,2816,"0,28 €","0,77 €","0,79 €","0,87 €","0,88 €"
Ride's End,,Common,25,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808404/808404.jpg,11419,"0,02 €","0,03 €","0,14 €","0,06 €","0,02 €"
Ripclaw Wrangler,,Common,101,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807182/807182.jpg,13656,"0,02 €","0,13 €","0,06 €","0,06 €","0,02 €"
Riptide Gearhulk,,Mythic,219,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807208/807208.jpg,1345,"3,15 €","3,88 €","3,97 €","3,89 €","3,88 €"
Rise from the Wreck,,Uncommon,178,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808815/808815.jpg,7602,"0,02 €","0,06 €","0,05 €","0,06 €","0,05 €"
Risen Necroregent,,Uncommon,102,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808809/808809.jpg,7575,"0,02 €","0,12 €","0,07 €","0,10 €","0,07 €"
Risky Shortcut,,Common,103,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808413/808413.jpg,11038,"0,02 €","0,17 €","0,14 €","0,12 €","0,12 €"
Riverchurn Monument,,Rare,57,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807177/807177.jpg,1969,"0,15 €","0,58 €","0,68 €","0,57 €","0,44 €"
Riverpyre Verge,,Rare,260,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807227/807227.jpg,216,"15,99 €","16,90 €","15,01 €","16,61 €","16,68 €"
Road Rage,,Uncommon,145,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808416/808416.jpg,7449,"0,02 €","0,10 €","0,12 €","0,12 €","0,05 €"
Roadside Assistance,,Uncommon,26,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808802/808802.jpg,7625,"0,02 €","0,05 €","0,06 €","0,04 €","0,05 €"
Roadside Blowout,,Uncommon,58,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808406/808406.jpg,7703,"0,02 €","0,07 €","0,04 €","0,06 €","0,02 €"
Rocketeer Boostbuggy,,Uncommon,220,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808421/808421.jpg,7560,"0,02 €","0,05 €","0,07 €","0,05 €","0,10 €"
Rocky Roads,,Uncommon,261,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807228/807228.jpg,7216,"0,02 €","0,10 €","0,12 €","0,13 €","0,06 €"
Rover Blades,,Uncommon,241,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808821/808821.jpg,7520,"0,02 €","0,09 €","0,07 €","0,07 €","0,03 €"
Rugged Highlands,,Common,262,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807229/807229.jpg,9170,"0,02 €","0,04 €","0,08 €","0,04 €","0,02 €"
Run Over,,Common,179,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808816/808816.jpg,13357,"0,02 €","0,08 €","0,10 €","0,05 €","0,02 €"
"Sab-Sunen, Luxa Embodied",,Mythic,221,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807209/807209.jpg,1291,"1,40 €","1,98 €","1,98 €","2,03 €","1,90 €"
Sabotage Strategist,,Uncommon,59,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808223/808223.jpg,7835,"0,02 €","0,08 €","0,05 €","0,05 €","0,02 €"
Salvation Engine,,Mythic,27,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808201/808201.jpg,1229,"0,99 €","1,90 €","1,75 €","1,76 €","1,83 €"
"Samut, the Driving Force",,Rare,222,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807381/807381.jpg,5117,"0,02 €","0,18 €","0,13 €","0,16 €","0,28 €"
Scoured Barrens,,Common,263,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807230/807230.jpg,8671,"0,02 €","0,07 €","0,07 €","0,11 €","0,10 €"
Scrap Compactor,,Common,242,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809078/809078.jpg,13691,"0,02 €","0,09 €","0,06 €","0,06 €","0,02 €"
Scrounging Skyray,,Uncommon,60,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809196/809196.jpg,6276,"0,02 €","0,24 €","0,20 €","0,27 €","0,42 €"
Shefet Archfiend,,Uncommon,104,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809152/809152.jpg,7126,"0,02 €","0,17 €","0,12 €","0,13 €","0,20 €"
Silken Strength,,Common,180,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809154/809154.jpg,13486,"0,02 €","0,07 €","0,06 €","0,05 €","0,02 €"
"Sita Varma, Masked Racer",,Rare,223,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807406/807406.jpg,5244,"0,02 €","0,15 €","0,11 €","0,09 €","0,06 €"
Skybox Ferry,,Common,243,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808436/808436.jpg,13683,"0,02 €","0,08 €","0,04 €","0,07 €","0,02 €"
Skycrash,,Uncommon,146,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809165/809165.jpg,7044,"0,02 €","0,15 €","0,11 €","0,14 €","0,15 €"
Skyseer's Chariot,,Rare,28,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809061/809061.jpg,5060,"0,02 €","0,10 €","0,12 €","0,10 €","0,10 €"
Skyserpent Seeker,,Uncommon,224,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807210/807210.jpg,5729,£0.02,"0,21 €","0,20 €","0,22 €","0,21 €"
Skystreak Engineer,,Common,61,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809163/809163.jpg,13610,"0,02 €","0,07 €","0,03 €","0,07 €","0,25 €"
Slick Imitator,,Uncommon,62,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809160/809160.jpg,7588,"0,02 €","0,10 €","0,08 €","0,10 €","0,08 €"
Spectacular Pileup,,Rare,29,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809062/809062.jpg,4419,£0.08,"0,18 €","0,19 €","0,18 €","0,13 €"
Spectral Interference,,Common,63,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808407/808407.jpg,13220,"0,02 €","0,10 €","0,08 €","0,07 €","0,03 €"
Spell Pierce,,Uncommon,64,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809192/809192.jpg,4955,"0,05 €","0,19 €","0,21 €","0,23 €","0,18 €"
Spikeshell Harrier,,Uncommon,65,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809113/809113.jpg,7682,"0,02 €","0,06 €","0,04 €","0,04 €","0,03 €"
Spin Out,,Common,106,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808414/808414.jpg,13505,"0,02 €","0,12 €","0,07 €","0,04 €","0,10 €"
Spire Mechcycle,,Uncommon,147,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809146/809146.jpg,7706,"0,02 €","0,10 €","0,05 €","0,07 €","0,10 €"
Spotcycle Scouter,,Common,30,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809210/809210.jpg,13548,"0,02 €","0,05 €","0,04 €","0,06 €","0,02 €"
Stall Out,,Common,66,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808408/808408.jpg,13227,"0,02 €","0,04 €","0,06 €","0,05 €","0,02 €"
Stampeding Scurryfoot,,Common,181,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809188/809188.jpg,13287,"0,02 €","0,10 €","0,06 €","0,09 €","0,04 €"
Starting Column,,Common,244,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809172/809172.jpg,10600,"0,02 €","0,05 €","0,09 €","0,07 €","0,04 €"
Stock Up,,Uncommon,67,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809197/809197.jpg,1312,"7,04 €","8,06 €","7,90 €","7,98 €","8,76 €"
Streaking Oilgorger,,Common,107,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809194/809194.jpg,13652,"0,02 €","0,03 €","0,04 €","0,04 €","0,02 €"
Sunbillow Verge,,Rare,264,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807231/807231.jpg,782,"6,00 €","7,11 €","6,90 €","6,94 €","7,68 €"
"Sundial, Dawn Tyrant",,Uncommon,31,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807868/807868.jpg,7514,"0,02 €","0,08 €","0,10 €","0,08 €","0,06 €"
Swamp,V.1,Land,274,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807260/807260.jpg,7087,"0,04 €","0,13 €","0,19 €","0,15 €","0,15 €"
Swamp,V.2,Land,283,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/806117/806117.jpg,2666,"0,07 €","0,10 €","0,17 €","0,10 €","0,13 €"
Swamp,V.3,Land,284,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/806118/806118.jpg,3974,"0,04 €","0,10 €","0,17 €","0,15 €","0,05 €"
Swamp,V.4,Land,285,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/806119/806119.jpg,2587,"0,09 €","0,14 €","0,16 €","0,15 €","0,10 €"
Swiftwater Cliffs,,Common,265,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807233/807233.jpg,8829,"0,02 €","0,04 €","0,05 €","0,05 €","0,02 €"
Swiftwing Assailant,,Common,32,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809145/809145.jpg,13678,"0,02 €","0,02 €","0,04 €","0,03 €","0,02 €"
Syphon Fuel,,Common,108,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807183/807183.jpg,13615,"0,02 €","0,04 €","0,04 €","0,07 €","0,05 €"
"Terrian, World Tyrant",,Uncommon,182,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809074/809074.jpg,6702,"0,02 €","0,22 €","0,17 €","0,19 €","0,28 €"
The Aetherspark,,Mythic,231,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808431/808431.jpg,1262,"11,95 €","14,31 €","13,78 €","14,18 €","14,40 €"
The Last Ride,,Mythic,94,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808807/808807.jpg,2103,"0,25 €","0,44 €","0,44 €","0,37 €","0,17 €"
The Speed Demon,,Mythic,105,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809065/809065.jpg,1413,"0,95 €","1,75 €","1,64 €","1,75 €","2,11 €"
Thopter Fabricator,,Rare,68,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808204/808204.jpg,3335,"0,06 €","0,27 €","0,26 €","0,27 €","0,27 €"
Thornwood Falls,,Common,266,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807235/807235.jpg,9041,"0,02 €","0,02 €","0,06 €","0,02 €","0,02 €"
Thunderhead Gunner,,Common,148,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808417/808417.jpg,13209,"0,02 €","0,13 €","0,09 €","0,13 €","0,02 €"
Thundering Broodwagon,,Uncommon,225,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808819/808819.jpg,7391,"0,02 €","0,05 €","0,08 €","0,06 €","0,05 €"
Thunderous Velocipede,,Mythic,183,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808817/808817.jpg,1461,"0,49 €","1,07 €","1,00 €","1,01 €","1,00 €"
Ticket Tortoise,,Common,245,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809176/809176.jpg,13412,"0,02 €","0,08 €","0,10 €","0,11 €","0,04 €"
Trade the Helm,,Uncommon,69,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807834/807834.jpg,7391,"0,02 €","0,07 €","0,09 €","0,06 €","0,03 €"
Tranquil Cove,,Common,267,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807236/807236.jpg,8897,"0,02 €","0,07 €","0,06 €","0,06 €","0,04 €"
Transit Mage,,Uncommon,70,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808409/808409.jpg,6102,£0.02,"0,17 €","0,19 €","0,19 €","0,18 €"
Trip Up,,Common,71,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808410/808410.jpg,13624,"0,02 €","0,05 €","0,04 €","0,06 €","0,02 €"
Tune Up,,Uncommon,33,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809190/809190.jpg,7325,"0,02 €","0,11 €","0,12 €","0,07 €","0,09 €"
"Tyrox, Saurid Tyrant",,Uncommon,149,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809157/809157.jpg,7144,"0,02 €","0,14 €","0,08 €","0,16 €","0,02 €"
Unstoppable Plan,,Rare,72,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/809178/809178.jpg,2302,"0,95 €","1,63 €","1,65 €","1,62 €","1,81 €"
Unswerving Sloth,,Uncommon,34,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/808202/808202.jpg,7522,"0,02 €","0,08 €","0,07 €","0,09 €","0,08 €"
Valor's Flagship,,Mythic,35,Aetherdrift,https://product-images.s3.cardmarket.com/1/DFT/807889/807889.jpg,1860,£0.28,"0,81 €","0,72 €","0,77 €","0,40 €"
